id,name,sku,quantity,price,expiry_date
510,TOOT SIAH 120 ML SYRUP QARSHI,449,12,80,2020-09-09
507,SUCRAL 200 TABLET FATHER,450,1,175,2018-06-06
204,MONIS 20 MG TABLETS,451,24,4.25,2020-05-05
467,SOZO 20 CAPSUL,452,14,8.5,2018-05-05
515,LACTOGEN 1 MILK 200 GR,453,1,245,2018-11-11
442,PROVATE-G CREAM,454,2,65.93,2019-06-06
516,LACTOGEN 2 MILK 200 GR,455,1,245,2018-09-09
509,TOOT SIAH 60 ML SYRUP QARSHI,456,5,55,2020-10-10
523,RISEK 20 MG SACHETS,457,19,12.1,2019-09-09
519,VOLTRAL EMULGEL GELL,458,2,111.83,2019-06-06
514,TRANSAMIN 250 MG CAPSUL,459,15,8.31,2021-02-02
511,TRAVOCORT CAREM,460,1,129,2022-09-09
518,SURGICAL BLADES,461,6,20,2022-02-04
524,RISEK 40 MG SACHETS,462,6,20.28,2019-09-09
517,BETABISOL-N DROPS,463,5,28,2018-08-08
526,CHLORPHENIRAMINE TABLET,464,1120,0.14,2018-02-02
549,HYDROGEN ,465,3,15.4,2019-05-05
852,POLYFEX EYE OINTMENT,466,26,21.6,2022-05-05
545,CARDIOSIL PLUS 5 MG_160 MG TABLETS,467,14,15,2018-03-03
495,STREPSILS HONEY LEMON TABLET,468,109,7,2019-09-09
533,BELLADERMA PLASTER,469,19,15,2020-05-05
147,PONDS MOISTURISING COLD CREAM,470,2,185,2018-10-25
546,FAMILA 28F TABLET,471,204,0.71,2018-10-10
538,CARICEF 200 MG TABLET,472,55,31.84,2019-06-06
2034,VELORA 250 MG SYRUP,473,3,121.7,2018-09-09
164,CITRALKA SYRUP,474,5,40.24,2020-08-08
539,CORN PLASTER,475,5,10,2021-06-06
2035,VELORA 500 MG CAPSULES,476,7,16.73,2019-12-12
537,CHAP-ET,477,37,20,2019-12-12
535,BOAN-D3 CAPSUL,478,49,17.5,2019-03-03
254,FOLIC ACID TABLET LOZ,479,1000,1,2018-12-12
540,CIPOCAIN EAR DARAP,480,3,81.14,2019-03-03
534,BAYDAL TABLET,481,26,4.2,2020-03-03
544,DMOST DROPS,482,2,300,2019-02-02
190,CLOBEVATE OINTMENT,483,12,55,2019-10-10
531,AXID NEO 20 MG CAPSULES,484,29,8.57,2018-11-11
530,DUPHALAC 120 ML SYRUP,485,2,170.92,2020-05-05
176,CHEWCAL TABLET,486,3,91.55,2019-10-30
541,DISPROL TABLET,487,198,1.2,2019-12-12
550,KLINT 400 MG TABLET,488,20,1.5,2018-07-04
245,FEFOLVIT CAPSUL,489,61,3.26,2019-03-03
536,COTTON ROLL LARGE,490,5,90,2020-02-02
547,JOHNSONS BABY SKINCARE WIPES 20 COTTON,491,0,200,2018-02-02
532,ALKI QABAZ KASHA TABLET,492,10,1.2,2020-02-02
320,SOFAC GEL,493,2,60,2018-02-02
411,PANADOL DROP,494,2,35,2019-09-09
554,PHENSEDYL P SYRUP,495,0,27.7,2022-02-04
404,PEDITRAL LEMON SACHETS,496,0,18,2019-10-10
500,SHAPER BAIG 8X11,497,1,50,2022-02-04
414,PASBAN 60 ML SYRUP,498,4,45,2019-11-11
403,OEM ORS ORANGE FLAVOUR SACHET,499,23,11.25,2019-08-08
413,PASBAN SUGER FREE 120 ML SYR,500,4,60,2019-11-11
557,TRANSAMIN 500 MG INJECTION,501,1,100,2019-10-10
418,PILAY-D CAPSUL,502,5,175,2019-12-12
417,RODEXIB SYRUP,503,0,51,2019-02-02
408,OPTACHLOR 0.5 DRAP,504,8,13,2019-06-06
416,SONNET 500 MG IM INJECTION,505,1,150,2018-08-08
558,PARLODEL TABLETS,506,10,17.9,2019-07-07
553,NIVAQUINE P SYRUP,507,1,28,2018-09-09
348,MOSEGOR V 60 ML SYRUP,508,3,109.58,2020-05-05
560, TRES-ORIX FORT SYRUP,509,4,90,2019-11-11
343,IKSIR JIGER SYRUP QARSHI,510,3,100,2020-08-08
556,TRANSAMIN 250 MG INJECTION,511,6,45.8,2020-01-01
548,GLYCERINE BATI,512,8,5,2020-04-04
415,ZOLBI 40 MG CAPSULES,513,70,17.86,2019-03-03
542,DMOST TABLET,514,102,12,2018-11-30
409,PALMONOL SYRUP,515,5,65,2018-10-10
407,OTC CAPSUL LOZ,516,1000,1,2021-07-07
559,FLYTRO CREAM,517,1,100,2019-09-09
552,ALP 0.25 MG TABLET,518,26,5.09,2019-11-11
402,OXIDIL 1000 MG INJECTION,519,2,280,2019-02-02
555,TRANSAMIN 500 MG CAPSUL,520,18,16.73,2021-09-09
405,OSSOBON-D SYRUP,521,2,110,2019-01-01
855,BONJELA CREAM,522,8,38,2020-10-10
572,CARMINA PLUS TABLETS,523,3,75,2019-08-08
561, THYROXINE TABLET,524,2,102.86,2019-11-11
574,VELOSEF 250 MG SYRUP,525,1,211.6,2020-08-08
563,TARIVID 200 MG TABLET,526,18,29.68,2020-06-06
577,VASELINE SMALL,527,3,30,2020-12-12
590,BEFLAM 75 MG TABLET,528,63,5,2020-05-05
582,VIBION INJECTION,529,26,10,2018-06-06
584,VEGAH 100 TABLET ,530,5,30,2020-05-05
583,VICKS ,531,2,36,2020-06-06
578,VENTOLIN 2 MG TABLET,532,60,1,2019-02-02
580,VENTOLIN TABLET LOZ,533,272,0.2,2019-04-04
446,PHLOGIN 100 CAPSUL,534,71,16.77,2020-07-07
529,VIDAYLIN L SYRUP,535,3,109.14,2018-08-08
562,TRIMETABOL SYRUP ,536,3,74.46,2018-12-12
569,PROCOMIL SPRAY TESTER,537,9,100,2024-11-11
585,VOREN 75 INJECTION,538,20,27.39,2022-08-08
575,VELOSEF 250 MG CAPSULES,539,31,10.38,2020-08-08
570,VIGURINE SMALL SYRUP,540,2,50,2019-09-09
1062,CLERET GEL,541,2,175,2019-08-08
587,VOREN 50 MG CAPSUL,542,74,7.07,2019-04-04
568,VERMOX 500 MG TABLETS,543,9,21.66,2018-11-11
571,VIGURINE LARGE SYRUP,544,3,75,2020-06-06
567,VERMOX SYRUP,545,2,40.57,2022-01-01
586,VOREN 50 TABLET,546,36,5.56,2022-06-06
579,VENTOLIN 4 MG TABLET,547,107,1.18,2019-01-01
573,VELOSEF 125 MG SYRUP,548,3,140,2020-01-01
565,ULCEREX INJECTION,549,7,18.4,2018-04-04
355,METHACHLOR DRAP,550,9,25,2019-03-03
588,VIBRAMYCIN CAPSULES,551,15,6.36,2020-07-07
591,MNTK 10 MG TABLETS,552,15,12,2018-08-08
480,SYRINGE BD 1 CC,553,48,20,2022-02-02
253,FOLIC ACID TABLET ALBRO,554,1,185,2018-12-12
597,DE-COUGH SYRUP,555,3,70,2018-12-12
378,NIMS TABLETS,556,55,5.6,2019-08-08
592,WINTOGENO CAREM,557,1,60,2020-07-07
609,ZAFNOL 100 MG TABLET,558,30,2.05,2021-09-09
843,EVION 400 MG CAPSUL,559,102,4.49,2019-08-08
151,COTTON ROLL CHOTA,560,3,50,2021-03-03
600,XAVOR 50 MG TABLET,561,26,15.76,2019-03-03
581,VENTOLIN SOLUTION,562,7,35.5,2019-10-10
596,XYLOCAINE 10 ML INJECTION,563,5,18.63,2019-08-08
613,ZYLORIC 300 MG TABLET,564,83,4.63,2022-10-10
612,ZYLORIC 100 MG TABLET,565,230,1.61,2022-08-08
599,XYLOCAINE 15 GR CAREM,566,2,32.89,2019-06-06
603,ZINCAT -OD SYRUP,567,3,60,2019-06-06
1093,PAD WRITING LARGE,568,72,10,2022-02-04
602,ZENTEL TABLET,569,2,20.52,2020-01-01
838,FAIR LOVELY SACHE,570,11,30,2019-09-09
593,ISOTRATE 20 MG TABLETS,571,30,4.14,2019-09-09
601,ZENTEL SYRUP,572,2,22.29,2020-08-08
71,AVIL 25 MG TABLETS,573,230,0.58,2020-09-09
607,ZESTRIL 10 MG TABLET,574,12,15,2020-12-12
566,URIXIN 400 TABLET,575,12,10.3,2019-08-08
608,ZAFNOL 50 MG TABLET,576,80,2.05,2022-08-08
594,SONNET 250 MG IM INJECTION,577,5,90,2019-06-06
604,ZYRTEC SYRUP,578,6,45.2,2019-02-17
598,XYNOSINE NASAL SPRAY,579,4,30.86,2022-04-04
564,ULCOFIN SYRUP,580,1,76.5,2018-02-02
406,OSSOBON-D TABLET,581,33,5.61,2020-07-07
551,ALWAYS ULTRA 8 PEAC,582,3,150,2022-02-04
622,NEBULIZER MASK SMALL,583,1,150,2021-11-07
626,THERAGRAN-ULTRA TABLET,584,30,10.85,2019-02-02
628,NALBIN INJECTION,585,10,56.6,2019-02-02
617,MARHABA HONEY 80 GR ,586,3,72,2020-08-08
423,PONSTAN TABLET LOZ,587,1000,0.5,2019-10-29
625,THERAGRAN-H TABLET,588,30,3.2,2019-03-03
623,GENTIAN-VIOLET LOTION,589,14,20,2019-06-06
479,SYRING 10 CC,590,13,20,2021-12-12
347,MOSEGOR 60 ML SYRUP  ,591,2,63,2019-09-09
618,MAXFOL 400 MG TABLETS,592,30,9.34,2019-04-04
450,RASHNIL CREAM,593,5,52.1,2019-07-07
576,VELOSEF 500 MG CAPSULES,594,1,20.39,2020-09-09
845,COMFREY ADULT DIAPERS M,595,16,50,2022-02-04
619,CPM POND,596,2,50,2019-05-05
624,ANAPAZ DROP,597,5,36.83,2019-07-07
616,MARHABA HONEY TUBE,598,9,50,2019-09-09
196,DRIP SET,599,21,35,2020-07-07
615,NEOCOBAL INJECTION,600,36,46,2019-07-07
621,THERMOMETER SMALL,601,1,50,2021-11-14
489,SEPTRAN TABLET,602,183,1.93,2021-01-01
620,THERMOMETER LARGE,603,3,100,2022-02-04
2036,VELORA 250 MG CAPSULES,604,17,8.41,2019-07-07
81,MAXIL 125 MG DROPS,605,5,44,2018-09-09
2037,CEFLOREX 200 MG DS SYRUP,606,2,180,2018-10-10
199,DEXACHLOR DROP,607,14,25,2019-11-11
614,BETNELAN TABLETS,608,49,0.79,2020-08-08
846,CECLOR 500 CAPSULES,609,3,53.45,2019-03-03
1611,BF 1 900 GR MILK,610,1,1455,2019-04-22
611,ZANTAC INJACTION,611,2,22,2019-08-08
2038,COCUF SYRUP,612,2,160,2020-10-10
654,CAFLAM 50 MG TABLETS,613,41,8.03,2022-08-08
639,QALSAN-D ORANGE FLAVOUR TABLET,614,4,103,2019-10-10
637,UWILL TABLET ,615,160,0.3,2020-04-04
635,GRIPE WATER WOODWARD,616,3,60,2019-09-09
345,LOTRIX CREAM,617,0,61.88,2022-09-09
638,MUSCORIL 4 MG CAPSULES,618,20,29.6,2020-03-03
854,NEOMYCIN SKIN OINTMENT,619,8,20,2019-11-11
640,CUTIVATE M CREAM,620,0,177,2019-09-09
648,CLARITEK 500 TABLETS,621,4,42.5,2020-05-05
653,NOVIDAT 125 MG SYRUP,622,4,91.29,2019-08-08
649,CLARITEK 250 TABLETS,623,2,23,2020-01-01
644,SHAPER YELLOW,624,12,0,2022-04-04
643,SHAPER BLUE,625,16,10,2022-02-04
1612,BF 2 900 GR MILK,626,1,1455,2018-12-30
651,HAMDARD GHUTTI SYRUP 60,627,5,50,2019-04-04
634,BF 2 400 GR MILK,628,2,670,2019-03-17
630,COLGATE PLAX PEPPERMINT FRESH MOUTHWASH 60 ML,629,2,130,2019-07-07
631,HILAXIN 0.5 TABLET,630,30,7,2019-02-04
652,VENTOLIN SYRUP 120,631,2,52.74,2018-05-05
641,CUTIVATE  CREAM,632,1,122.4,2019-06-06
627,VASELINE 100 ML INTENSIVE CARE ALOE SOOTHE,633,1,149,2019-10-10
1145,CERTEZA CUFF WITH BLADDER,634,2,300,2022-02-04
650,KHATOONI SYRUP QARSHI,635,4,70,2019-11-11
636,E CAPSUL SMALL,636,42,10,2019-11-05
645,LIGNOCAINE INJECTION SMALL,637,40,10,2019-09-09
629,CALPOL PLUS TABLETS,638,236,1.06,2020-10-10
659,RELTUS SYRUP,639,6,58,2018-09-09
677,CECLOR 125 MG SYRUP,640,1,220.46,2018-11-11
665,SURGEE GAUZES PECE SURGE,641,8,39,2020-06-06
663,PROVAS INFUSION,642,1,80,2018-10-10
670,SURGICAL GLOVES 7 ,643,1,70,2022-02-04
664,OXIDIL 500 MG IV INJECTION,644,4,175,2019-06-06
662,IBERET FOLIC TABLET 500,645,2,116.28,2018-09-09
682,LILAC SYRUP,646,2,150,2020-04-04
687,CERIDAL 10 TABLET,647,200,2.75,2019-10-10
681,SPASLER-P SYRUP,648,4,106,2020-09-09
672,B BRAUN 24 G BURNALA,649,2,110,2021-12-12
1613,PURE WHITE CREAM,650,2,220,2020-05-05
675,VOLTRAL 50 MG TABLET,651,10,5.8,2022-04-04
667,ANAFORTAN PLUS INJECTION,652,2,30,2021-02-04
683,RIGIX SYRUP,653,1,54.21,2020-09-09
674,TIXYLIX SYRUP,654,5,40.75,2019-02-02
684,SAVOLI OIL,655,2,140,2019-04-04
686,KLARICID 250 MG TABLET,656,9,36.37,2020-02-02
1614,BETADERM-N OINTMENT,657,11,39.1,2018-12-12
655,CORTISPORIN EYE OINTMENT,658,29,23.33,2022-03-03
685,KLARICID 500 MG TABLET,659,13,64.85,2018-09-09
678,CECLOR 250 MG SYRUP,660,0,385.37,2018-08-06
666,CYTOTEC 200 TABLET,661,6,220,2018-08-08
331,LINCOCIN 500 MG CAPSUL,662,21,10.94,2020-07-07
2039,AMINOLLIN SYRUP,663,10,36,2018-11-11
688,AGOLIX 400 MG TABLET,664,1,13.8,2019-03-03
668,SAMBRO 3 MG TABLETS,665,50,3.56,2020-06-06
669,SURGICAL GLOVES 7.5,666,2,70,2022-02-04
671,SURGICAL GLOVES 6.5,667,1,70,2020-02-04
716,CERELAC CHAWAL,668,2,160,2018-07-07
705,LOWPLAT PLUS 75 MG TABLETS,669,5,14.79,2020-07-07
693,SIDDIQUI LINIMENT OIL,670,5,75,2020-09-09
412,PASBAN GOLD 120 ML SYRUP,671,2,75,2019-05-05
700,NESTLE WATER 1500 ML,672,3,60,2018-12-12
692,URYARI OIL,673,5,450,2020-09-09
691,SAVIXIM 400 CAPSULES,674,1,60,2018-10-10
714,MINIDIAB 5 MG TABLETS,675,60,1.9,2019-03-03
694,SHILAJIT CAPSULES,676,9,49,2018-09-09
695,REFSPAN 100 MG SYRUP,677,6,130,2019-07-07
710,MELAS-H CREAM,678,1,160,2018-07-07
702,GASTIC KALWANJI ,679,0,35,2019-01-01
706,FAIZA BEAUTY CREAM 242321 ,680,2,230,2020-01-01
717,CERELAC KELA AND GANDUM,681,2,180,2018-06-06
708,DABUR AMLA SHAMPOO 400 ML,682,1,280,2019-07-07
712,NISE 100 TABLETS,683,48,5.75,2019-08-08
713,RONDEC SYRUP,684,4,85.22,2019-06-06
698,BARHOTI OIL,685,3,450,2020-09-09
690,KRACK CREAM,686,3,150,2020-01-01
704,OTOFLOX 0.3% EAR DROPS,687,4,82.16,2018-12-12
711,NEBRA CREAM REMINGTON,688,1,104.31,2020-01-01
1147,RECOO BLOOD LANCETS,689,170,1,2020-10-10
1615,BF 3 900 GR MILK,690,1,1455,2018-11-19
214,DOXY CAPSUL,691,99,3,2020-07-07
703,DIAMOND INHALER,692,22,40,2018-06-06
707,FAIZA BEAUTY CREAM 223190,693,2,195,2020-06-11
718,CERELAC THREE FROOT,694,2,180,2018-12-12
709,OCULUVIT EXTRA TABLETS,695,30,9.06,2019-06-06
699,NESTLE WATER 250 ML,696,10,30,2019-04-04
744,SENSE-T TOOTH PASTE 40 GR,697,1,54,2018-05-05
732,FAIR LOVELY 25 G TUBE,698,2,75,2019-06-06
721,BREMAX SYRUP,699,1,33.88,2019-11-11
676,CECLOR 50 DROPS,700,2,134.3,2018-09-09
1617,VANILLA CHOCOLATE TUB,701,0,305,2018-12-12
731,LIPIVASTIN 10 MG TABLETS,702,10,10,2019-11-11
728,NIDO 910 GR MILK,703,1,800,2018-01-01
736,TEMPRAMINE SYRUP,704,5,40,2019-11-11
747,ANKLE BRACE,705,3,50,2021-11-03
739,HI-SALZ 40 G TOOTHPASTE ,706,3,54.6,2020-07-07
743,DOCTOR TOOTHPASTE 70 GR,707,1,80,2019-12-12
724,OLOPAT-DS DROPS,708,1,295,2018-09-09
723,SHAPER BAIG L,709,4,0,2022-02-04
729,TOUCH CONDOMS,710,12,40,2022-02-02
741,SENDODYNE ORIGINAL TOOTHPASTE,711,0,190,2022-02-04
737,MECOBAL INJECTION,712,6,39.1,2018-09-30
746,KNEE BRACE,713,5,50,2021-11-19
1148,GLYSILK2_0,714,1,150,2020-03-03
1149,CHROMIC CATGUT 2_0,715,11,200,2020-05-05
742,SENSODYNE NEW TOOTHPASTE,716,0,250,2022-02-04
734,SUDURI SYRUP,717,2,50,2018-08-08
725,ZETRO 250 MG TABLETS,718,7,26,2019-09-09
733,FAIR LOVELY 70 ML CAREAM,719,4,200,2019-07-21
745,CIPVAL 500 MG TABLETS,720,15,21.5,2018-09-09
740,MEDICAM TOOTHPASTE 40 G,721,1,55,2020-10-10
230,ENO ORANGE SACHETS,722,37,5,2020-07-07
727,COLGATE PLAX PEPPERMINT FRESH MOUTHWASH 250 ML,723,2,230,2018-09-09
715,CERELAC GANDUM 175 GR,724,2,160,2018-10-10
1616,CUP KINGS KULFA,725,10,45,2019-01-01
748,ELBOW BRACE,726,3,50,2022-02-04
753,ECONAPHEN-G CREAM,727,2,59.9,2019-02-02
765,VASELINE 100 ML INTENSIVE CARE DEEP RESTORE,728,1,149,2019-10-10
761,LACTOGROW 3 MILK 400 GR,729,3,470,2018-05-05
1043,VEET 100 G CREAM,730,5,300,2018-10-10
610,ZANTAC 150 MG TABLET,731,14,8.82,2020-09-09
757,NITTO SURGICAL TAPE,732,1,50,2020-02-02
749,WRIST BRACE,733,1,50,2021-12-19
762,RED TOOTH PASTE 200 GR,734,2,155,2020-07-07
763,MYOFOLIC SACHET,735,13,45,2019-06-06
730,EXCITE CONDOMS,736,4,33,2018-03-03
768,LOPRIN 75 MG TABLETS,737,93,1.1,2019-10-10
770,SAFOOF-E-DEMAGHI QARSHI,738,3,130,2019-05-05
776,ARQ SHIRIN 240 QARSHI,739,4,70,2019-02-02
772,SAFOOF-E-JARIAN QARSHI,740,2,120,2019-12-12
764,VASELINE COCOA GLOW 100 ML,741,3,165,2019-10-10
773,ACNE-AID SOAP,742,1,150,2019-05-05
755,ISPAGHOL 25 GRAMS,743,0,55,2021-02-04
647,SHAXONE 250 INJECTION,744,0,101,2019-10-10
769,SAFOOF-E-MUGHALIZ QARSHI,745,2,150,2019-04-04
751,CHLORAMPHENICOL SYRUP,746,2,60,2019-05-05
760,LACTOGEN 1 MILK 400 GR,747,1,460,2018-10-10
775,CHUARQA 240 ML QARSHI,748,3,60,2019-01-01
759,CERELAC RED FRUITS,749,1,210,2018-06-06
756,ULCENIL 60 ML SYRUP,750,2,50,2018-04-04
112,HI-SERVIN 20_120 MG TABLETS,751,32,19.37,2018-09-09
752,VASELINE LARGE,752,1,80,2020-12-12
774,ACNE WASH SOAP,753,2,145,2020-06-06
771,SAFOOF-E-THANDAK QARSHI,754,2,120,2019-09-09
777,FACE FRESH CREAM LARGE,755,4,210,2020-05-05
793,MEIJI FM 1-T MILK,756,2,685,2019-01-01
780,VITAMIN K TABLETS,757,30,0.6,2018-06-06
782,ADVANTAN CREAM,758,1,203.32,2020-03-03
58,ARINAC FORT TABLET,759,15,4.6,2019-10-10
788,SUNNY D CAPSULE,760,1,249,2019-04-04
794,MEIJI FU 2 MILK,761,1,685,2019-03-29
784,DANZEN DS TABELTS,762,30,10.75,2021-08-08
804,LAXOBERON TABLETS,763,47,2.3,2020-07-07
799,PAEDI CARE STRAWBERRY FLAVOUR,764,0,80,2018-06-06
798,NAN 3 MILK,765,1,660,2018-06-06
791,ARQ-E-GULAB 120 ML MARHABA,766,2,35,2019-11-11
789,BROXOL SYRUP,767,6,50,2018-11-11
790,REFSPAN DS 200 MG SYRUP,768,9,180,2019-02-06
781,PCAM GEL,769,1,139,2020-02-02
1044,GABICA 75 MG CAPSULES,770,5,21.42,2019-04-04
754,HI-SERVIN 80_480 MG TABLETS,771,0,55.78,2018-09-09
786,TONOFLEX-P TABLETS,772,9,10.14,2019-09-09
797,NAN 2 MILK,773,1,660,2018-10-10
783,BF 3 400 GR MILK,774,1,670,2018-10-26
796,NAN 1 MILK,775,1,660,2019-01-01
341,LAFAFI PACKAT,776,1,60,2022-11-27
802,MENA CREAM,777,4,50,2022-01-01
785,HI-SERVIN 40_240 MG TABLETS,778,13,35,2018-09-09
787,LABELLO LIPCARE,779,2,100,2019-11-10
2040,SUNBLOCK NORMAL SKIN,780,1,300,2019-07-07
795,MEIJI BIG 3 MILK,781,1,690,2018-04-08
803,TRISIL TABLETS,782,179,1.02,2022-02-02
792,SPANIX 400 MG CAPSULES,783,1,65,2018-12-12
810,CC ADVANCE GLUCOMETER STRIP,784,0,500,2018-09-09
805,HYDERQUIN PLUS CREAM,785,6,100,2019-08-08
861,CO-VALTEC 80_12.5 TABLETS,786,11,12,2019-07-07
815,SUR-BEX SYRUP,787,1,48.34,2018-09-09
812,SHIELD NIPPLE ,788,28,25,2020-02-04
380,NOVIDAT 500 MG TABLET,789,25,28.13,2020-08-08
814,COMBINOL E SYRUP,790,10,36,2020-01-01
809,CC ADVANCE GLUCOMETER ,791,0,1000,2022-02-04
858,NOCLOT 75 MG TABLETS,792,20,14.28,2020-07-07
1045,GABICA 100 MG CAPSULES,793,14,24,2018-10-10
779,FISH LIVER OIL  CAPSULES,794,287,1,2019-01-01
816,TIBET CREAM,795,3,75,2020-03-03
808,SALBO INHALER,796,0,200,2020-03-03
811,STILLMANS RED CREAM,797,1,250,2019-12-12
661,LEVODOR 500 MG TABLET,798,20,41.6,2018-06-06
646,SHAXONE 500 INJECTION,799,8,170,2018-04-04
1046,VATIKA DABUR DANDRUFF GUARD STYLNG HAIR CREAM 70 ML,800,2,100,2018-11-11
807,VENTOLIN INHALER,801,2,200,2018-07-07
210,DICLO INJECTION,802,114,10,2019-10-10
806,MARHABA HONEY 500 GR LARGE,803,1,375,2020-06-06
642,AXID NEO 40 MG CAPSULES,804,4,14,2018-03-03
766,DAONIL TABLET,805,130,1.69,2020-07-07
735,T-DAY SYRUP,806,4,39.78,2019-08-08
1048,SUPARIPAK HAMDARD,807,1,110,2019-10-10
856,PILEEN TABLETS QARSHI,808,1,110,2019-11-11
1150,PAD WRITING SMALL,809,37,10,2022-02-04
818,T-DAY TABLETS,810,32,5.61,2020-07-07
860,MEPRESOR 100 MG TABELTS,811,11,7.18,2021-09-09
817,ACENAC 100 MG TABLETS,812,61,6,2019-02-02
873,ANTIAL SYRUP,813,6,44.05,2018-12-12
871,CLOBEDERM LOTION,814,1,43.7,2019-06-06
890,KLARICID XL 500 MG TABLETS,815,5,65.66,2018-10-10
1618,JOHAR JOSHANDA CHOCOLATE FLAVOUR SACHET,816,3,40,2018-11-11
656,SYDIP 75 TABLET,817,94,5,2019-07-07
880,DAFLON 500 TABLETS,818,16,16.25,2018-02-02
875,COMFREY ADULT DIAPERS L,819,30,50,2020-02-01
883,SANTE 20 CAPSUL,820,26,13.57,2019-06-06
869,AMOTAC TABLETS,821,22,3.6,2019-07-07
868,SUSTAC 2.6 TABLETS,822,21,6.3,2020-07-07
1146,DIABETES CARE CLUB PEN,823,2,200,2022-02-04
864,VALIUM 5 MG TABLETS,824,50,2,2020-09-09
867,OPTACID 20 DROPS,825,1,22,2019-06-06
1050,TIOVAIR-F 18 MCG+12 MCG CAPSULES,826,80,18.86,2018-10-10
887,TEPH 40 MG CAPSULES,827,14,17.85,2018-05-05
801,GOLDEN PEARL CREAM,828,3,210,2019-12-31
862,CO-VALTEC 160_12.5 TABLETS,829,22,14.28,2018-07-07
863,COUGAR 20 MG TABLETS,830,4,33,2018-07-07
884,RITHMO 125 DROPS,831,2,94.33,2019-07-07
888,TEPH 20 MG CAPSUL,832,14,11,2019-11-11
872,CLOBEDERM-S LOTION,833,3,46,2018-12-12
726,ZULTRACET TABLETS,834,20,16,2020-02-02
1049,CALAMINE LOTION,835,2,50,2019-03-03
885,RITHMO 125 MG SYRUP,836,1,223,2018-09-09
889,GILLETTE BLUE 3,837,4,100,2020-02-04
876,FUDIC-H CREAM,838,2,128,2020-09-09
878,CLENIL FOR AEROSOL NEBULISATION,839,9,67.77,2018-10-10
877,ATEM NEBULISER SOLUTION,840,2,60,2018-09-09
881,ZODIP 5MG TABLETS,841,40,1.8,2020-09-09
901,CIPOTIC-D EYR DROP,842,2,91.29,2019-09-09
902,PLAVIX 75 TABLETS,843,46,25,2020-02-02
894,ESOMEGA 40 MG CAPSUL,844,47,16.78,2018-08-08
912,COVERSAM 4 MG_5 MG TABLETS,845,18,23.46,2019-08-08
400,OXIDIL 250 MG IM INJECTION,846,8,110,2019-06-06
897,LACTOGEN 2 MILK 400 GR,847,2,460,2018-08-08
907,NEXUM 20 MG CAPSUL,848,17,12.28,2020-02-02
895,REMISOLE-NEW SYRUP,849,2,36,2019-03-03
892,SENSODYNE FLUORIDE 30 G,850,3,70,2019-07-07
605,ZYRTEC TABLET,851,166,4.3,2019-10-10
908,AMODIP 10 MG TABLETS,852,20,16,2020-07-07
886,ZECOL CAPSULES,853,20,17.9,2019-05-08
142,CIPROFLOXACIN 250 MG TABLETS,854,3,15,2018-04-04
1051,SIMVA 20 MG TABLETS,855,20,12.3,2019-01-01
898,LACTOGEN RECOVER MILK 180,856,1,280,2018-07-07
696,CLAMENTIN 156.25 MG SYRUP,857,5,70,2018-12-12
896,ALWAYS ULTRA EXTRA LONG 8 PECE,858,5,150,2019-01-07
905,DIAMICRON MR 60 TABLET ,859,20,16.11,2019-07-07
910,LOSEC 20 MG CAPSULES,860,15,49.85,2020-03-03
891,SENSODYNE MULTI CARE 30 G,861,3,75,2019-07-07
899,ALWAYS MAXI THICK LONG 18 PECE,862,1,290,2019-01-07
909,AMODIP 5 MG TABLETS,863,26,8.5,2020-06-06
120,BRUFEN SYRUP,864,8,49.37,2020-09-09
1052,NORMITAB 50 MG TABLETS,865,28,3.72,2020-03-03
893,SENSODYNE RAPID 30 G,866,3,75,2019-07-07
420,POTRAN TABLET LOZ,867,400,1,2020-12-11
904,DIAMICRON MR TABLET,868,18,11.22,2020-03-03
52,AMOXIL DROPS,869,4,51.75,2019-09-09
722,HUMULININSULIN 70_30,870,1,645,2020-02-26
914,ATARAX 25 MG TABLETS,871,150,1.28,2019-10-09
937,DOLTEE TEETHING DROPS,872,1,25,2019-02-04
925,DULAN 30 MG CAPSULES,873,19,25,2018-11-11
633,BF 1 400 GR MILK,874,2,670,2019-06-04
926,CEFSPAN 400 MG CAPSUL,875,3,103.96,2019-03-03
917,CASTOR OIL 25 ML MARHABA,876,3,30,2020-01-01
589,VIMMS SYRUP,877,11,180,2019-05-05
906,NEXUM 40 MG CAPSUL,878,24,23.07,2020-02-02
928,YOKO WHITENING CREAM,879,2,50,2019-10-10
918,BEVIDOX TABLETS,880,1,97.72,2018-12-12
911,VICKS COUGH DROPS,881,174,3,2019-03-03
934,ARYNOIN 20 CAPSUL,882,9,57.5,2018-03-03
358,METHYCOBAL TABLET,883,124,14.64,2020-08-08
930,EPIVAL 500 MG TABLETS,884,18,8.21,2019-05-05
927,GOLDEN PEARL DAILY FACE WASH,885,2,75,2019-10-10
916,EZOX 250 MG CAPSULES,886,30,25.5,2019-09-09
53,AMOXIL 500 MG CAPSUL,887,100,8.61,2019-09-09
919,CEFIGET 100 SYRUP,888,1,155,2019-04-04
1142,RODEXIB 300 MG TABLETS,889,23,8.83,2018-01-01
923,POLYPEP SYRUP,890,1,68.64,2019-07-07
922,PECTUS SYRUP,891,8,48,2019-06-06
936,ACCU-CHEK PERFORMA 50,892,50,32,2018-05-31
929,EPIVAL 250 MG SYRUP,893,2,139,2019-04-04
1053,DYTRA FORTE TABLETS,894,51,3.57,2019-03-05
